timestamp,epoch,iteration,loss,throughput_samp_s,comm_latency_ms,iter_time_ms,rank,world_size,arch
1778537045.8165512,3,82,1.323318,109.67,190.789,1162.453,0,4,compressed_ring_ar
1778537047.1517873,3,83,1.255303,98.78,181.984,1286.745,0,4,compressed_ring_ar
1778537048.5379364,3,84,1.373523,95.34,221.069,1341.25,0,4,compressed_ring_ar
1778537049.8296697,3,85,1.331241,103.13,308.565,1233.653,0,4,compressed_ring_ar
1778537051.0439835,3,86,1.334815,110.97,222.351,1152.198,0,4,compressed_ring_ar
1778537052.4437082,3,87,1.360436,94.79,228.711,1343.133,0,4,compressed_ring_ar
1778537053.7161098,3,88,1.350098,103.31,280.255,1234.253,0,4,compressed_ring_ar
1778537055.0027223,3,89,1.459897,103.63,241.281,1233.897,0,4,compressed_ring_ar
1778537056.3452406,3,90,1.509365,98.33,193.524,1300.349,0,4,compressed_ring_ar
1778537057.7133088,3,91,1.442509,96.5,204.475,1319.558,0,4,compressed_ring_ar
1778537058.9728131,3,92,1.277405,104.96,189.846,1218.045,0,4,compressed_ring_ar
1778537060.312276,3,93,1.360667,100.45,283.582,1272.794,0,4,compressed_ring_ar
1778537061.5852232,3,94,1.38325,104.91,196.968,1215.425,0,4,compressed_ring_ar
1778537062.9494152,3,95,1.347643,97.63,224.906,1304.493,0,4,compressed_ring_ar
1778537064.4003634,3,96,1.351386,91.11,294.073,1398.245,0,4,compressed_ring_ar
1778537065.5250552,3,97,1.213682,79.58,203.748,1045.862,0,4,compressed_ring_ar
1778537077.030441,4,0,1.508935,98.67,398.161,1292.727,0,4,compressed_ring_ar
1778537078.3052237,4,1,1.328765,104.32,227.945,1222.2,0,4,compressed_ring_ar
1778537079.6001732,4,2,1.387392,102.84,232.249,1242.679,0,4,compressed_ring_ar
1778537081.0441384,4,3,1.296302,91.54,243.603,1396.887,0,4,compressed_ring_ar
1778537082.3802438,4,4,1.307951,98.94,209.657,1284.898,0,4,compressed_ring_ar
1778537083.7632937,4,5,1.223442,95.37,201.033,1336.602,0,4,compressed_ring_ar
1778537085.1048071,4,6,1.407549,99.04,201.504,1290.996,0,4,compressed_ring_ar
