timestamp,epoch,iteration,loss,throughput_samp_s,comm_latency_ms,iter_time_ms,rank,world_size,arch
1778539479.0056353,1,0,2.392778,63.39,642.051,2018.319,1,4,compressed_ring_ar
1778539480.535857,1,1,2.346196,88.82,596.922,1440.104,1,4,compressed_ring_ar
1778539481.9892921,1,2,2.289842,91.11,472.662,1403.381,1,4,compressed_ring_ar
1778539483.3909745,1,3,2.286294,94.57,191.947,1349.493,1,4,compressed_ring_ar
1778539484.87221,1,4,2.328753,88.96,311.274,1437.438,1,4,compressed_ring_ar
1778539486.2459438,1,5,2.279236,95.97,292.261,1332.445,1,4,compressed_ring_ar
1778539487.6873686,1,6,2.285802,92.26,216.849,1385.885,1,4,compressed_ring_ar
1778539489.0122602,1,7,2.245666,100.23,172.64,1275.844,1,4,compressed_ring_ar
1778539490.1951952,1,8,2.264048,115.96,608.753,1103.035,1,4,compressed_ring_ar
1778539491.4575856,1,9,2.200245,109.0,637.037,1173.506,1,4,compressed_ring_ar
1778539492.9498854,1,10,2.293759,89.84,785.765,1423.751,1,4,compressed_ring_ar
1778539494.270266,1,11,2.241722,102.28,637.669,1250.28,1,4,compressed_ring_ar
1778539495.5120988,1,12,2.188214,108.79,649.914,1175.472,1,4,compressed_ring_ar
1778539496.776301,1,13,2.23151,108.02,667.397,1182.341,1,4,compressed_ring_ar
1778539498.1068015,1,14,2.195516,99.56,443.804,1280.806,1,4,compressed_ring_ar
1778539499.3760636,1,15,2.224799,103.92,266.076,1229.78,1,4,compressed_ring_ar
1778539500.715016,1,16,2.208261,99.24,198.597,1286.965,1,4,compressed_ring_ar
1778539501.994585,1,17,2.132818,103.94,128.054,1230.222,1,4,compressed_ring_ar
1778539503.376038,1,18,2.304706,97.8,733.261,1307.684,1,4,compressed_ring_ar
1778539504.7049065,1,19,2.206406,102.76,693.696,1244.408,1,4,compressed_ring_ar
1778539506.3059435,1,20,2.133856,84.96,843.853,1505.223,1,4,compressed_ring_ar
1778539507.7146974,1,21,2.162766,94.99,196.903,1346.346,1,4,compressed_ring_ar
1778539509.1269867,1,22,2.195513,95.56,519.17,1336.317,1,4,compressed_ring_ar
1778539510.5776684,1,23,2.267163,93.88,519.979,1362.471,1,4,compressed_ring_ar
1778539511.8935547,1,24,1.99925,103.04,692.037,1241.131,1,4,compressed_ring_ar
1778539513.1005068,1,25,2.061816,111.7,644.399,1144.79,1,4,compressed_ring_ar
1778539514.3976386,1,26,2.095321,105.31,637.902,1214.196,1,4,compressed_ring_ar
1778539515.700357,1,27,2.02669,105.54,635.028,1211.784,1,4,compressed_ring_ar
1778539517.0500996,1,28,2.045325,100.79,662.748,1269.003,1,4,compressed_ring_ar
1778539518.6824796,1,29,1.937099,84.57,770.339,1512.22,1,4,compressed_ring_ar
1778539520.223291,1,30,2.166227,86.5,195.205,1478.367,1,4,compressed_ring_ar
1778539521.4137108,1,31,1.942873,111.93,138.807,1142.401,1,4,compressed_ring_ar
1778539522.6603634,1,32,1.906029,107.94,571.533,1184.836,1,4,compressed_ring_ar
1778539524.094625,1,33,1.981785,94.61,824.327,1351.87,1,4,compressed_ring_ar
1778539525.366063,1,34,1.876033,107.33,703.986,1191.394,1,4,compressed_ring_ar
1778539526.7092981,1,35,1.998987,100.98,599.309,1262.5,1,4,compressed_ring_ar
1778539527.9156435,1,36,1.873787,109.69,169.081,1165.819,1,4,compressed_ring_ar
1778539529.1084273,1,37,1.982877,114.86,582.87,1113.268,1,4,compressed_ring_ar
1778539530.5631278,1,38,1.942474,93.18,697.23,1372.263,1,4,compressed_ring_ar
1778539531.7822847,1,39,1.918808,108.45,173.598,1179.091,1,4,compressed_ring_ar
1778539532.99785,1,40,2.000144,115.82,607.401,1103.911,1,4,compressed_ring_ar
1778539534.3273594,1,41,1.865699,102.77,734.68,1244.389,1,4,compressed_ring_ar
1778539535.6318698,1,42,1.828937,103.93,678.261,1230.54,1,4,compressed_ring_ar
1778539537.0283995,1,43,1.855385,100.53,548.051,1272.199,1,4,compressed_ring_ar
1778539538.2723532,1,44,1.863694,110.58,630.621,1156.345,1,4,compressed_ring_ar
1778539539.5117998,1,45,1.835242,110.9,487.802,1153.082,1,4,compressed_ring_ar
1778539541.1698885,1,46,1.886154,83.53,885.812,1529.363,1,4,compressed_ring_ar
1778539542.4895978,1,47,1.883178,100.95,149.226,1266.717,1,4,compressed_ring_ar
1778539543.7210357,1,48,1.81007,109.72,590.797,1165.459,1,4,compressed_ring_ar
1778539545.0357249,1,49,1.775051,102.53,673.499,1247.487,1,4,compressed_ring_ar
1778539546.4855964,1,50,1.864398,93.66,782.4,1365.593,1,4,compressed_ring_ar
1778539547.7384753,1,51,1.813671,108.39,464.122,1179.833,1,4,compressed_ring_ar
1778539549.1871336,1,52,1.843504,93.86,748.717,1362.37,1,4,compressed_ring_ar
1778539550.5566053,1,53,1.838825,96.0,417.791,1330.91,1,4,compressed_ring_ar
1778539551.9179857,1,54,1.769391,97.84,667.658,1305.2,1,4,compressed_ring_ar
1778539553.0953827,1,55,1.866846,113.47,172.172,1126.719,1,4,compressed_ring_ar
1778539554.2685077,1,56,1.698453,113.19,415.668,1129.588,1,4,compressed_ring_ar
1778539555.6913052,1,57,1.954037,94.79,705.71,1348.016,1,4,compressed_ring_ar
1778539556.9166152,1,58,1.728629,108.29,173.952,1180.85,1,4,compressed_ring_ar
1778539558.222656,1,59,1.736069,103.96,706.877,1229.951,1,4,compressed_ring_ar
1778539559.536885,1,60,1.749593,102.39,614.678,1249.231,1,4,compressed_ring_ar
1778539560.804141,1,61,1.901758,108.05,646.289,1183.357,1,4,compressed_ring_ar
1778539561.9665556,1,62,1.747904,117.34,604.568,1084.342,1,4,compressed_ring_ar
1778539563.2432377,1,63,1.847629,107.05,622.442,1194.41,1,4,compressed_ring_ar
1778539564.5684102,1,64,1.715489,101.17,578.72,1263.833,1,4,compressed_ring_ar
1778539565.9054182,1,65,1.712777,100.35,132.486,1274.437,1,4,compressed_ring_ar
1778539567.1473534,1,66,1.727746,107.54,629.354,1188.899,1,4,compressed_ring_ar
1778539568.4771016,1,67,1.661985,101.32,387.774,1263.011,1,4,compressed_ring_ar
1778539569.696006,1,68,1.67291,112.22,658.459,1139.418,1,4,compressed_ring_ar
1778539570.9611049,1,69,1.709419,106.88,639.841,1197.089,1,4,compressed_ring_ar
